start_station_name,end_station_name,start_date,end_date,duration_sec,bike_number,subscriber_type,trip
San Jose Diridon Caltrain Station,San Jose Civic Center,2016-03-28 23:15:00.000000 UTC,2016-03-28 23:24:00.000000 UTC,573,683,Customer,2_3
San Jose Diridon Caltrain Station,San Jose Civic Center,2014-09-01 21:57:00.000000 UTC,2014-09-01 22:10:00.000000 UTC,770,101,Customer,2_3
San Jose Diridon Caltrain Station,San Jose Civic Center,2016-05-18 08:10:00.000000 UTC,2016-05-18 08:17:00.000000 UTC,397,654,Customer,2_3
San Jose Diridon Caltrain Station,San Jose Civic Center,2016-06-27 15:58:00.000000 UTC,2016-06-27 16:05:00.000000 UTC,431,671,Customer,2_3
San Jose Diridon Caltrain Station,San Jose Civic Center,2014-01-05 15:16:00.000000 UTC,2014-01-05 15:26:00.000000 UTC,566,109,Customer,2_3
San Jose Diridon Caltrain Station,San Jose Civic Center,2015-05-06 12:29:00.000000 UTC,2015-05-06 12:35:00.000000 UTC,357,83,Customer,2_3
San Jose Diridon Caltrain Station,San Jose Civic Center,2014-01-05 15:17:00.000000 UTC,2014-01-05 15:26:00.000000 UTC,522,202,Customer,2_3
San Jose Diridon Caltrain Station,San Jose Civic Center,2016-05-18 08:16:00.000000 UTC,2016-05-18 08:24:00.000000 UTC,490,25,Customer,2_3
San Jose Diridon Caltrain Station,San Jose Civic Center,2014-10-23 20:18:00.000000 UTC,2014-10-23 20:28:00.000000 UTC,587,87,Customer,2_3
San Jose Diridon Caltrain Station,San Jose Civic Center,2014-06-12 08:43:00.000000 UTC,2014-06-12 08:54:00.000000 UTC,659,185,Customer,2_3
San Jose Diridon Caltrain Station,San Jose Civic Center,2014-09-16 09:22:00.000000 UTC,2014-09-16 09:40:00.000000 UTC,1073,645,Customer,2_3
San Jose Diridon Caltrain Station,San Jose Civic Center,2015-12-18 15:47:00.000000 UTC,2015-12-18 15:53:00.000000 UTC,395,658,Customer,2_3
San Jose Diridon Caltrain Station,San Jose Civic Center,2016-05-17 08:11:00.000000 UTC,2016-05-17 08:24:00.000000 UTC,742,90,Customer,2_3
San Jose Diridon Caltrain Station,San Jose Civic Center,2016-07-04 12:09:00.000000 UTC,2016-07-04 12:20:00.000000 UTC,700,681,Customer,2_3
San Jose Diridon Caltrain Station,San Jose Civic Center,2016-05-27 21:55:00.000000 UTC,2016-05-27 22:06:00.000000 UTC,665,152,Customer,2_3
San Jose Diridon Caltrain Station,San Jose Civic Center,2014-09-01 21:58:00.000000 UTC,2014-09-01 22:10:00.000000 UTC,732,256,Customer,2_3
San Jose Diridon Caltrain Station,San Jose Civic Center,2014-05-29 11:08:00.000000 UTC,2014-05-29 11:21:00.000000 UTC,809,23,Customer,2_3
San Jose Diridon Caltrain Station,San Jose Civic Center,2016-03-30 07:46:00.000000 UTC,2016-03-30 07:52:00.000000 UTC,356,55,Customer,2_3
San Jose Diridon Caltrain Station,San Jose Civic Center,2013-12-11 07:50:00.000000 UTC,2013-12-11 08:03:00.000000 UTC,790,660,Customer,2_3
San Jose Diridon Caltrain Station,San Jose Civic Center,2016-04-07 18:29:00.000000 UTC,2016-04-07 18:39:00.000000 UTC,601,683,Customer,2_3
San Jose Diridon Caltrain Station,San Jose Civic Center,2014-12-31 12:44:00.000000 UTC,2014-12-31 13:08:00.000000 UTC,1470,692,Customer,2_3
San Jose Diridon Caltrain Station,San Jose Civic Center,2015-10-16 23:20:00.000000 UTC,2015-10-16 23:28:00.000000 UTC,460,232,Customer,2_3
San Jose Diridon Caltrain Station,San Jose Civic Center,2016-03-25 10:24:00.000000 UTC,2016-03-25 10:29:00.000000 UTC,338,706,Customer,2_3
San Jose Diridon Caltrain Station,San Jose Civic Center,2016-07-04 12:08:00.000000 UTC,2016-07-04 12:20:00.000000 UTC,739,98,Customer,2_3
San Jose Diridon Caltrain Station,San Jose Civic Center,2014-05-22 15:43:00.000000 UTC,2014-05-22 15:51:00.000000 UTC,494,93,Customer,2_3
San Jose Diridon Caltrain Station,San Jose Civic Center,2013-10-17 07:36:00.000000 UTC,2013-10-17 07:46:00.000000 UTC,598,40,Customer,2_3
San Jose Diridon Caltrain Station,San Jose Civic Center,2016-05-18 10:38:00.000000 UTC,2016-05-18 10:44:00.000000 UTC,367,17,Customer,2_3
San Jose Diridon Caltrain Station,San Jose Civic Center,2014-05-13 11:50:00.000000 UTC,2014-05-13 11:57:00.000000 UTC,411,711,Customer,2_3
San Jose Diridon Caltrain Station,San Jose Civic Center,2016-05-18 08:16:00.000000 UTC,2016-05-18 08:24:00.000000 UTC,476,205,Customer,2_3
San Jose Diridon Caltrain Station,San Jose Civic Center,2013-09-14 15:37:00.000000 UTC,2013-09-14 15:47:00.000000 UTC,610,88,Customer,2_3
San Jose Diridon Caltrain Station,San Jose Civic Center,2014-01-05 15:17:00.000000 UTC,2014-01-05 15:26:00.000000 UTC,585,60,Customer,2_3
San Jose Diridon Caltrain Station,San Jose Civic Center,2016-05-18 08:17:00.000000 UTC,2016-05-18 08:24:00.000000 UTC,443,81,Customer,2_3
San Jose Diridon Caltrain Station,San Jose Civic Center,2016-05-17 08:12:00.000000 UTC,2016-05-17 08:24:00.000000 UTC,727,232,Customer,2_3
San Jose Diridon Caltrain Station,San Jose Civic Center,2015-10-03 20:15:00.000000 UTC,2015-10-03 20:27:00.000000 UTC,707,297,Customer,2_3
San Jose Diridon Caltrain Station,San Jose Civic Center,2014-09-01 21:58:00.000000 UTC,2014-09-01 22:11:00.000000 UTC,776,150,Customer,2_3
San Jose Diridon Caltrain Station,San Jose Civic Center,2015-07-29 15:58:00.000000 UTC,2015-07-29 16:22:00.000000 UTC,1405,65,Customer,2_3
San Jose Diridon Caltrain Station,San Jose Civic Center,2014-10-11 21:46:00.000000 UTC,2014-10-11 21:58:00.000000 UTC,723,152,Customer,2_3
San Jose Diridon Caltrain Station,San Jose Civic Center,2014-10-11 21:46:00.000000 UTC,2014-10-11 21:58:00.000000 UTC,713,39,Customer,2_3
San Jose Diridon Caltrain Station,San Jose Civic Center,2016-03-22 17:07:00.000000 UTC,2016-03-22 17:35:00.000000 UTC,1679,297,Customer,2_3
San Jose Diridon Caltrain Station,San Jose Civic Center,2014-12-29 13:50:00.000000 UTC,2014-12-29 14:08:00.000000 UTC,1101,142,Customer,2_3
San Jose Diridon Caltrain Station,San Jose Civic Center,2014-09-18 09:21:00.000000 UTC,2014-09-18 09:30:00.000000 UTC,566,31,Customer,2_3
San Jose Diridon Caltrain Station,San Jose Civic Center,2013-09-01 13:12:00.000000 UTC,2013-09-01 13:25:00.000000 UTC,814,37,Customer,2_3
San Jose Diridon Caltrain Station,San Jose Civic Center,2014-04-13 13:10:00.000000 UTC,2014-04-13 13:24:00.000000 UTC,838,132,Customer,2_3
San Jose Diridon Caltrain Station,San Jose Civic Center,2016-05-27 21:54:00.000000 UTC,2016-05-27 22:06:00.000000 UTC,697,658,Customer,2_3
San Jose Diridon Caltrain Station,San Jose Civic Center,2016-01-12 19:24:00.000000 UTC,2016-01-12 19:36:00.000000 UTC,696,156,Customer,2_3
San Jose Diridon Caltrain Station,San Jose Civic Center,2015-06-14 15:17:00.000000 UTC,2015-06-14 15:33:00.000000 UTC,931,174,Customer,2_3
San Jose Diridon Caltrain Station,San Jose Civic Center,2016-03-30 01:37:00.000000 UTC,2016-03-30 01:45:00.000000 UTC,484,133,Customer,2_3
San Jose Diridon Caltrain Station,San Jose Civic Center,2014-01-28 10:13:00.000000 UTC,2014-01-28 10:23:00.000000 UTC,623,49,Customer,2_3
San Jose Diridon Caltrain Station,San Jose Civic Center,2014-01-05 15:17:00.000000 UTC,2014-01-05 15:26:00.000000 UTC,551,211,Customer,2_3
San Jose Diridon Caltrain Station,San Jose Civic Center,2015-07-16 18:25:00.000000 UTC,2015-07-16 18:33:00.000000 UTC,512,667,Customer,2_3
San Jose Diridon Caltrain Station,San Jose Civic Center,2015-07-28 19:39:00.000000 UTC,2015-07-28 19:52:00.000000 UTC,736,47,Customer,2_3
San Jose Diridon Caltrain Station,San Jose Civic Center,2016-02-25 16:47:00.000000 UTC,2016-02-25 16:58:00.000000 UTC,628,305,Customer,2_3
San Jose Diridon Caltrain Station,San Jose Civic Center,2014-02-05 00:11:00.000000 UTC,2014-02-05 00:19:00.000000 UTC,455,108,Customer,2_3
San Jose Diridon Caltrain Station,San Jose Civic Center,2016-06-08 14:44:00.000000 UTC,2016-06-08 14:55:00.000000 UTC,690,294,Customer,2_3
San Jose Diridon Caltrain Station,San Jose Civic Center,2016-07-30 22:34:00.000000 UTC,2016-07-31 10:47:00.000000 UTC,43952,710,Customer,2_3
San Jose Diridon Caltrain Station,San Jose Civic Center,2016-04-26 10:12:00.000000 UTC,2016-04-26 10:34:00.000000 UTC,1333,71,Customer,2_3
San Jose Diridon Caltrain Station,San Jose Civic Center,2015-06-20 12:13:00.000000 UTC,2015-06-20 12:19:00.000000 UTC,408,32,Customer,2_3
San Jose Diridon Caltrain Station,San Jose Civic Center,2016-03-20 13:13:00.000000 UTC,2016-03-20 13:29:00.000000 UTC,948,692,Customer,2_3
San Jose Diridon Caltrain Station,San Jose Civic Center,2014-04-18 08:01:00.000000 UTC,2014-04-18 08:10:00.000000 UTC,498,671,Customer,2_3
San Jose Diridon Caltrain Station,San Jose Civic Center,2014-02-05 17:34:00.000000 UTC,2014-02-05 17:41:00.000000 UTC,416,710,Customer,2_3
San Jose Diridon Caltrain Station,San Jose Civic Center,2016-06-27 15:57:00.000000 UTC,2016-06-27 16:05:00.000000 UTC,475,644,Customer,2_3
San Jose Diridon Caltrain Station,San Jose Civic Center,2014-10-15 17:16:00.000000 UTC,2014-10-15 17:21:00.000000 UTC,320,656,Customer,2_3
San Jose Diridon Caltrain Station,San Jose Civic Center,2014-02-15 14:13:00.000000 UTC,2014-02-15 14:25:00.000000 UTC,717,127,Customer,2_3
San Jose Diridon Caltrain Station,San Jose Civic Center,2015-04-05 20:08:00.000000 UTC,2015-04-05 20:15:00.000000 UTC,441,208,Customer,2_3
San Jose Diridon Caltrain Station,San Jose Civic Center,2016-05-28 09:33:00.000000 UTC,2016-05-28 09:44:00.000000 UTC,657,207,Customer,2_3
San Jose Diridon Caltrain Station,San Jose Civic Center,2014-01-05 15:17:00.000000 UTC,2014-01-05 15:26:00.000000 UTC,542,142,Customer,2_3
San Jose Diridon Caltrain Station,San Jose Civic Center,2016-03-23 09:03:00.000000 UTC,2016-03-23 09:10:00.000000 UTC,403,662,Customer,2_3
San Jose Diridon Caltrain Station,San Jose Civic Center,2016-03-20 13:13:00.000000 UTC,2016-03-20 13:29:00.000000 UTC,988,81,Customer,2_3
San Jose Diridon Caltrain Station,San Jose Civic Center,2014-09-01 22:00:00.000000 UTC,2014-09-01 22:11:00.000000 UTC,631,89,Customer,2_3
San Jose Diridon Caltrain Station,San Jose Civic Center,2016-06-27 15:57:00.000000 UTC,2016-06-27 16:07:00.000000 UTC,585,182,Customer,2_3
San Jose Diridon Caltrain Station,San Jose Civic Center,2014-02-20 08:44:00.000000 UTC,2014-02-20 08:59:00.000000 UTC,876,107,Customer,2_3
San Jose Diridon Caltrain Station,San Jose Civic Center,2014-04-13 13:13:00.000000 UTC,2014-04-13 13:24:00.000000 UTC,670,669,Customer,2_3
San Jose Diridon Caltrain Station,San Jose Civic Center,2015-11-24 18:11:00.000000 UTC,2015-11-24 18:19:00.000000 UTC,514,150,Customer,2_3
San Jose Diridon Caltrain Station,San Jose Civic Center,2015-01-10 11:59:00.000000 UTC,2015-01-10 12:23:00.000000 UTC,1460,257,Customer,2_3
San Jose Diridon Caltrain Station,San Jose Civic Center,2015-04-04 20:13:00.000000 UTC,2015-04-04 20:22:00.000000 UTC,555,241,Customer,2_3
San Jose Diridon Caltrain Station,San Jose Civic Center,2015-10-03 20:17:00.000000 UTC,2015-10-03 20:27:00.000000 UTC,595,305,Customer,2_3
San Jose Diridon Caltrain Station,San Jose Civic Center,2016-05-28 09:33:00.000000 UTC,2016-05-28 09:45:00.000000 UTC,686,701,Customer,2_3
San Jose Diridon Caltrain Station,San Jose Civic Center,2015-07-23 18:41:00.000000 UTC,2015-07-23 18:49:00.000000 UTC,502,54,Customer,2_3
San Jose Diridon Caltrain Station,San Jose Civic Center,2016-07-30 22:40:00.000000 UTC,2016-07-31 10:47:00.000000 UTC,43605,682,Customer,2_3
San Jose Diridon Caltrain Station,San Jose Civic Center,2014-10-11 21:49:00.000000 UTC,2014-10-11 21:58:00.000000 UTC,531,257,Customer,2_3
San Jose Diridon Caltrain Station,San Jose Civic Center,2016-06-08 14:47:00.000000 UTC,2016-06-08 14:55:00.000000 UTC,476,145,Customer,2_3
San Jose Diridon Caltrain Station,San Jose Civic Center,2014-09-26 11:55:00.000000 UTC,2014-09-26 12:04:00.000000 UTC,535,116,Customer,2_3
San Jose Diridon Caltrain Station,San Jose Civic Center,2014-02-04 16:46:00.000000 UTC,2014-02-04 16:56:00.000000 UTC,603,205,Customer,2_3
San Jose Diridon Caltrain Station,San Jose Civic Center,2013-10-16 07:39:00.000000 UTC,2013-10-16 07:48:00.000000 UTC,567,152,Customer,2_3
San Jose Diridon Caltrain Station,San Jose Civic Center,2014-05-31 13:02:00.000000 UTC,2014-05-31 13:18:00.000000 UTC,951,101,Customer,2_3
San Jose Diridon Caltrain Station,San Jose Civic Center,2016-05-17 08:13:00.000000 UTC,2016-05-17 08:24:00.000000 UTC,648,308,Customer,2_3
San Jose Diridon Caltrain Station,San Jose Civic Center,2016-01-23 13:16:00.000000 UTC,2016-01-23 13:32:00.000000 UTC,927,297,Customer,2_3
San Jose Diridon Caltrain Station,San Jose Civic Center,2014-04-11 07:50:00.000000 UTC,2014-04-11 07:57:00.000000 UTC,426,98,Customer,2_3
San Jose Diridon Caltrain Station,San Jose Civic Center,2013-10-28 23:14:00.000000 UTC,2013-10-28 23:22:00.000000 UTC,480,232,Customer,2_3
San Jose Diridon Caltrain Station,San Jose Civic Center,2016-05-19 08:06:00.000000 UTC,2016-05-19 08:12:00.000000 UTC,403,649,Customer,2_3
San Jose Diridon Caltrain Station,San Jose Civic Center,2014-05-31 13:06:00.000000 UTC,2014-05-31 13:19:00.000000 UTC,775,294,Customer,2_3
San Jose Diridon Caltrain Station,San Jose Civic Center,2015-06-29 11:24:00.000000 UTC,2015-06-29 11:49:00.000000 UTC,1481,174,Customer,2_3
San Jose Diridon Caltrain Station,San Jose Civic Center,2016-03-30 08:18:00.000000 UTC,2016-03-30 08:31:00.000000 UTC,789,207,Customer,2_3
San Jose Diridon Caltrain Station,San Jose Civic Center,2014-04-09 15:50:00.000000 UTC,2014-04-09 16:19:00.000000 UTC,1767,31,Customer,2_3
San Jose Diridon Caltrain Station,San Jose Civic Center,2016-03-28 23:15:00.000000 UTC,2016-03-28 23:24:00.000000 UTC,504,232,Customer,2_3
San Jose Diridon Caltrain Station,San Jose Civic Center,2014-04-14 19:15:00.000000 UTC,2014-04-14 19:23:00.000000 UTC,436,303,Customer,2_3
San Jose Diridon Caltrain Station,San Jose Civic Center,2014-01-11 20:07:00.000000 UTC,2014-01-11 20:13:00.000000 UTC,401,83,Customer,2_3
San Jose Diridon Caltrain Station,San Jose Civic Center,2014-03-26 19:20:00.000000 UTC,2014-03-26 19:27:00.000000 UTC,416,127,Customer,2_3
San Jose Diridon Caltrain Station,San Jose Civic Center,2014-09-19 13:03:00.000000 UTC,2014-09-19 13:25:00.000000 UTC,1299,194,Customer,2_3
San Jose Diridon Caltrain Station,San Jose Civic Center,2016-05-17 08:13:00.000000 UTC,2016-05-17 08:24:00.000000 UTC,682,18,Customer,2_3
San Jose Diridon Caltrain Station,San Jose Civic Center,2016-06-11 22:42:00.000000 UTC,2016-06-11 22:51:00.000000 UTC,554,124,Customer,2_3
San Jose Diridon Caltrain Station,San Jose Civic Center,2016-03-24 09:17:00.000000 UTC,2016-03-24 09:24:00.000000 UTC,417,15,Customer,2_3
San Jose Diridon Caltrain Station,San Jose Civic Center,2013-10-05 12:47:00.000000 UTC,2013-10-05 13:00:00.000000 UTC,803,174,Customer,2_3
San Jose Diridon Caltrain Station,San Jose Civic Center,2015-03-10 18:28:00.000000 UTC,2015-03-10 18:37:00.000000 UTC,543,654,Customer,2_3
San Jose Diridon Caltrain Station,San Jose Civic Center,2014-05-31 13:00:00.000000 UTC,2014-05-31 13:18:00.000000 UTC,1077,711,Customer,2_3
San Jose Diridon Caltrain Station,San Jose Civic Center,2014-12-31 12:44:00.000000 UTC,2014-12-31 13:09:00.000000 UTC,1528,682,Customer,2_3
San Jose Diridon Caltrain Station,San Jose Civic Center,2014-04-13 13:10:00.000000 UTC,2014-04-13 13:24:00.000000 UTC,841,699,Customer,2_3
San Jose Diridon Caltrain Station,San Jose Civic Center,2016-03-29 08:11:00.000000 UTC,2016-03-29 08:23:00.000000 UTC,737,18,Customer,2_3
San Jose Diridon Caltrain Station,San Jose Civic Center,2014-09-01 21:57:00.000000 UTC,2014-09-01 22:10:00.000000 UTC,780,696,Customer,2_3
San Jose Diridon Caltrain Station,San Jose Civic Center,2015-05-17 16:18:00.000000 UTC,2015-05-17 16:26:00.000000 UTC,506,666,Customer,2_3
San Jose Diridon Caltrain Station,San Jose Civic Center,2014-09-02 14:41:00.000000 UTC,2014-09-02 14:56:00.000000 UTC,892,99,Customer,2_3
San Jose Diridon Caltrain Station,Santa Clara at Almaden,2013-10-06 08:00:00.000000 UTC,2013-10-06 08:12:00.000000 UTC,723,674,Customer,2_4
San Jose Diridon Caltrain Station,Santa Clara at Almaden,2015-09-17 09:22:00.000000 UTC,2015-09-17 09:33:00.000000 UTC,660,665,Customer,2_4
San Jose Diridon Caltrain Station,Santa Clara at Almaden,2014-09-02 19:17:00.000000 UTC,2014-09-02 19:22:00.000000 UTC,260,713,Customer,2_4
San Jose Diridon Caltrain Station,Santa Clara at Almaden,2016-03-27 16:38:00.000000 UTC,2016-03-27 16:53:00.000000 UTC,930,70,Customer,2_4
San Jose Diridon Caltrain Station,Santa Clara at Almaden,2013-09-07 12:05:00.000000 UTC,2013-09-07 12:15:00.000000 UTC,599,88,Customer,2_4
San Jose Diridon Caltrain Station,Santa Clara at Almaden,2015-05-29 09:08:00.000000 UTC,2015-05-29 09:12:00.000000 UTC,242,643,Customer,2_4
San Jose Diridon Caltrain Station,Santa Clara at Almaden,2016-03-27 16:39:00.000000 UTC,2016-03-27 16:53:00.000000 UTC,850,150,Customer,2_4
San Jose Diridon Caltrain Station,Santa Clara at Almaden,2014-08-17 09:05:00.000000 UTC,2014-08-17 09:15:00.000000 UTC,641,62,Customer,2_4
San Jose Diridon Caltrain Station,Santa Clara at Almaden,2014-10-08 13:42:00.000000 UTC,2014-10-08 13:46:00.000000 UTC,205,161,Customer,2_4
San Jose Diridon Caltrain Station,Santa Clara at Almaden,2015-08-25 18:39:00.000000 UTC,2015-08-25 18:47:00.000000 UTC,447,95,Customer,2_4
San Jose Diridon Caltrain Station,Santa Clara at Almaden,2016-08-13 15:03:00.000000 UTC,2016-08-13 15:44:00.000000 UTC,2428,152,Customer,2_4
San Jose Diridon Caltrain Station,Santa Clara at Almaden,2015-09-23 00:14:00.000000 UTC,2015-09-23 00:17:00.000000 UTC,219,685,Customer,2_4
San Jose Diridon Caltrain Station,Santa Clara at Almaden,2015-06-03 09:07:00.000000 UTC,2015-06-03 09:12:00.000000 UTC,276,638,Customer,2_4
San Jose Diridon Caltrain Station,Santa Clara at Almaden,2014-01-21 18:19:00.000000 UTC,2014-01-21 18:22:00.000000 UTC,175,133,Customer,2_4
San Jose Diridon Caltrain Station,Santa Clara at Almaden,2014-01-03 10:00:00.000000 UTC,2014-01-03 10:05:00.000000 UTC,315,11,Customer,2_4
San Jose Diridon Caltrain Station,Santa Clara at Almaden,2015-06-18 10:17:00.000000 UTC,2015-06-18 10:25:00.000000 UTC,485,23,Customer,2_4
San Jose Diridon Caltrain Station,Santa Clara at Almaden,2015-09-10 13:28:00.000000 UTC,2015-09-10 13:38:00.000000 UTC,612,676,Customer,2_4
San Jose Diridon Caltrain Station,Santa Clara at Almaden,2013-10-25 16:43:00.000000 UTC,2013-10-25 16:48:00.000000 UTC,256,640,Customer,2_4
San Jose Diridon Caltrain Station,Santa Clara at Almaden,2013-09-06 09:14:00.000000 UTC,2013-09-06 09:18:00.000000 UTC,248,246,Customer,2_4
San Jose Diridon Caltrain Station,Santa Clara at Almaden,2015-09-23 18:32:00.000000 UTC,2015-09-23 18:36:00.000000 UTC,251,22,Customer,2_4
San Jose Diridon Caltrain Station,Santa Clara at Almaden,2016-08-18 06:21:00.000000 UTC,2016-08-18 09:40:00.000000 UTC,11971,184,Customer,2_4
San Jose Diridon Caltrain Station,Santa Clara at Almaden,2015-11-05 09:12:00.000000 UTC,2015-11-05 09:17:00.000000 UTC,310,231,Customer,2_4
San Jose Diridon Caltrain Station,Santa Clara at Almaden,2015-09-21 17:42:00.000000 UTC,2015-09-21 17:45:00.000000 UTC,197,299,Customer,2_4
San Jose Diridon Caltrain Station,Santa Clara at Almaden,2015-09-18 22:28:00.000000 UTC,2015-09-18 22:32:00.000000 UTC,291,667,Customer,2_4
San Jose Diridon Caltrain Station,Santa Clara at Almaden,2015-02-11 10:18:00.000000 UTC,2015-02-11 10:32:00.000000 UTC,835,299,Customer,2_4
San Jose Diridon Caltrain Station,Santa Clara at Almaden,2015-06-04 09:06:00.000000 UTC,2015-06-04 09:10:00.000000 UTC,232,83,Customer,2_4
San Jose Diridon Caltrain Station,Santa Clara at Almaden,2014-06-20 20:13:00.000000 UTC,2014-06-20 20:18:00.000000 UTC,282,65,Customer,2_4
San Jose Diridon Caltrain Station,Santa Clara at Almaden,2016-04-25 19:42:00.000000 UTC,2016-04-25 19:47:00.000000 UTC,267,208,Customer,2_4
San Jose Diridon Caltrain Station,Santa Clara at Almaden,2014-05-20 10:26:00.000000 UTC,2014-05-20 10:31:00.000000 UTC,322,182,Customer,2_4
San Jose Diridon Caltrain Station,Santa Clara at Almaden,2015-05-28 09:24:00.000000 UTC,2015-05-28 09:29:00.000000 UTC,298,136,Customer,2_4
San Jose Diridon Caltrain Station,Santa Clara at Almaden,2013-10-25 17:13:00.000000 UTC,2013-10-25 17:19:00.000000 UTC,353,237,Customer,2_4
San Jose Diridon Caltrain Station,Adobe on Almaden,2015-11-22 19:42:00.000000 UTC,2015-11-22 19:48:00.000000 UTC,335,129,Customer,2_5
San Jose Diridon Caltrain Station,Adobe on Almaden,2014-01-14 23:14:00.000000 UTC,2014-01-14 23:18:00.000000 UTC,236,665,Customer,2_5
San Jose Diridon Caltrain Station,Adobe on Almaden,2014-09-15 22:19:00.000000 UTC,2014-09-15 22:25:00.000000 UTC,397,39,Customer,2_5
San Jose Diridon Caltrain Station,Adobe on Almaden,2016-04-26 09:24:00.000000 UTC,2016-04-26 09:34:00.000000 UTC,590,181,Customer,2_5
San Jose Diridon Caltrain Station,Adobe on Almaden,2016-06-11 22:43:00.000000 UTC,2016-06-11 22:48:00.000000 UTC,307,144,Customer,2_5
San Jose Diridon Caltrain Station,Adobe on Almaden,2013-12-15 13:14:00.000000 UTC,2013-12-15 13:23:00.000000 UTC,540,29,Customer,2_5
San Jose Diridon Caltrain Station,Adobe on Almaden,2015-09-03 07:57:00.000000 UTC,2015-09-03 08:04:00.000000 UTC,408,654,Customer,2_5
San Jose Diridon Caltrain Station,Adobe on Almaden,2016-03-05 13:11:00.000000 UTC,2016-03-05 13:19:00.000000 UTC,473,708,Customer,2_5
San Jose Diridon Caltrain Station,Adobe on Almaden,2013-10-16 07:35:00.000000 UTC,2013-10-16 07:38:00.000000 UTC,202,45,Customer,2_5
San Jose Diridon Caltrain Station,Adobe on Almaden,2013-12-20 20:44:00.000000 UTC,2013-12-20 22:27:00.000000 UTC,6141,151,Customer,2_5
San Jose Diridon Caltrain Station,Adobe on Almaden,2016-06-14 08:21:00.000000 UTC,2016-06-14 08:26:00.000000 UTC,309,249,Customer,2_5
San Jose Diridon Caltrain Station,Adobe on Almaden,2013-10-06 09:41:00.000000 UTC,2013-10-06 10:29:00.000000 UTC,2858,656,Customer,2_5
San Jose Diridon Caltrain Station,Adobe on Almaden,2013-11-05 08:14:00.000000 UTC,2013-11-05 08:20:00.000000 UTC,399,158,Customer,2_5
San Jose Diridon Caltrain Station,Adobe on Almaden,2015-11-22 19:40:00.000000 UTC,2015-11-22 19:48:00.000000 UTC,505,667,Customer,2_5
San Jose Diridon Caltrain Station,Adobe on Almaden,2013-12-20 20:33:00.000000 UTC,2013-12-20 22:27:00.000000 UTC,6853,168,Customer,2_5
San Jose Diridon Caltrain Station,Adobe on Almaden,2015-09-19 12:37:00.000000 UTC,2015-09-19 12:45:00.000000 UTC,469,248,Customer,2_5
San Jose Diridon Caltrain Station,Adobe on Almaden,2014-12-09 14:44:00.000000 UTC,2014-12-09 14:48:00.000000 UTC,208,702,Customer,2_5
San Jose Diridon Caltrain Station,Adobe on Almaden,2014-10-13 09:03:00.000000 UTC,2014-10-13 09:07:00.000000 UTC,232,44,Customer,2_5
San Jose Diridon Caltrain Station,Adobe on Almaden,2014-02-28 13:50:00.000000 UTC,2014-02-28 14:33:00.000000 UTC,2635,647,Customer,2_5
San Jose Diridon Caltrain Station,Adobe on Almaden,2014-12-07 13:08:00.000000 UTC,2014-12-07 13:15:00.000000 UTC,424,65,Customer,2_5
San Jose Diridon Caltrain Station,Adobe on Almaden,2015-06-12 08:38:00.000000 UTC,2015-06-12 08:42:00.000000 UTC,240,205,Customer,2_5
San Jose Diridon Caltrain Station,Adobe on Almaden,2015-10-18 16:15:00.000000 UTC,2015-10-18 16:21:00.000000 UTC,349,162,Customer,2_5
San Jose Diridon Caltrain Station,Adobe on Almaden,2013-11-13 08:04:00.000000 UTC,2013-11-13 08:10:00.000000 UTC,359,691,Customer,2_5
San Jose Diridon Caltrain Station,Adobe on Almaden,2016-06-29 08:07:00.000000 UTC,2016-06-29 08:13:00.000000 UTC,316,153,Customer,2_5
San Jose Diridon Caltrain Station,Adobe on Almaden,2013-09-26 08:14:00.000000 UTC,2013-09-26 08:18:00.000000 UTC,257,664,Customer,2_5
San Jose Diridon Caltrain Station,Adobe on Almaden,2013-12-06 19:17:00.000000 UTC,2013-12-06 19:31:00.000000 UTC,821,157,Customer,2_5
San Jose Diridon Caltrain Station,Adobe on Almaden,2013-11-25 18:58:00.000000 UTC,2013-11-25 19:14:00.000000 UTC,957,712,Customer,2_5
San Jose Diridon Caltrain Station,Adobe on Almaden,2016-06-28 08:08:00.000000 UTC,2016-06-28 08:15:00.000000 UTC,411,150,Customer,2_5
San Jose Diridon Caltrain Station,Adobe on Almaden,2013-11-26 11:48:00.000000 UTC,2013-11-26 11:54:00.000000 UTC,372,85,Customer,2_5
San Jose Diridon Caltrain Station,Adobe on Almaden,2016-03-09 09:21:00.000000 UTC,2016-03-09 09:27:00.000000 UTC,387,27,Customer,2_5
San Jose Diridon Caltrain Station,Adobe on Almaden,2016-08-12 13:30:00.000000 UTC,2016-08-12 13:36:00.000000 UTC,374,36,Customer,2_5
San Jose Diridon Caltrain Station,Adobe on Almaden,2016-03-05 13:13:00.000000 UTC,2016-03-05 13:19:00.000000 UTC,324,682,Customer,2_5
San Jose Diridon Caltrain Station,Adobe on Almaden,2014-08-27 16:51:00.000000 UTC,2014-08-27 17:02:00.000000 UTC,645,247,Customer,2_5
San Jose Diridon Caltrain Station,Adobe on Almaden,2013-10-06 09:40:00.000000 UTC,2013-10-06 10:29:00.000000 UTC,2904,645,Customer,2_5
San Jose Diridon Caltrain Station,Adobe on Almaden,2016-07-14 08:44:00.000000 UTC,2016-07-14 08:53:00.000000 UTC,527,683,Customer,2_5
