institution,org_name,region,location,city,state_province,country,website,sourcewatch_page_url
atlas,INSTITUTE FOR POLITICAL STUDIES,Europe and Central Asia,"Lisbon, Portugal",Lisbon,,,https://web.archive.org/web/20201101040716/http://www.iep.lisboa.ucp.pt/,https://web.archive.org/web/20201101040716/https://www.atlasnetwork.org/partners/global-directory/institute-for-political-studies
atlas,INSTITUTE FOR PUBLIC POLICY AND GOOD GOVERNANCE,Europe and Central Asia,"Tirana, Albania",Tirana,,,https://web.archive.org/web/20201101040716/http://www.ippm.al/,https://web.archive.org/web/20201101040716/https://www.atlasnetwork.org/partners/global-directory/institute-for-public-policy-and-good-governance
atlas,INSTITUTE OF ECONOMIC AFFAIRS,Europe and Central Asia,"London, United Kingdom",London,,,https://web.archive.org/web/20201101040716/http://www.iea.org.uk/,https://web.archive.org/web/20201101040716/https://www.atlasnetwork.org/partners/global-directory/institute-of-economic-affairs
atlas,INSTITUTE OF ECONOMIC AND SOCIAL STUDIES,Europe and Central Asia,"Bratislava, Slovakia",Bratislava,,,https://web.archive.org/web/20201101040716/http://www.iness.sk/,https://web.archive.org/web/20201101040716/https://www.atlasnetwork.org/partners/global-directory/institute-of-economic-and-social-studies
atlas,INSTITUTE OF INTERNATIONAL MONETARY RESEARCH,Europe and Central Asia,"Buckingham, United Kingdom",Buckingham,,,https://web.archive.org/web/20201101040716/http://mv-pt.org/,https://web.archive.org/web/20201101040716/https://www.atlasnetwork.org/partners/global-directory/institute-of-international-monetary-research
atlas,INSTITUTO ATLÁNTICO DE GOBIERNO (IADG),Europe and Central Asia,"Madrid, Spain",Madrid,,,https://web.archive.org/web/20201101040716/http://www.institutoatlanticodegobierno.org/,https://web.archive.org/web/20201101040716/https://www.atlasnetwork.org/partners/global-directory/instituto-atlantico-de-gobierno-s.l
atlas,INSTITUTO JUAN DE MARIANA,Europe and Central Asia,"Madrid, Spain",Madrid,,,https://web.archive.org/web/20201101040716/http://www.juandemariana.org/,https://web.archive.org/web/20201101040716/https://www.atlasnetwork.org/partners/global-directory/instituto-juan-de-mariana
atlas,INSTYTUT LIBERTATIS,Europe and Central Asia,"Warsaw, Poland",Warsaw,,,https://web.archive.org/web/20201101040716/http://libertatis.org.pl/,https://web.archive.org/web/20201101040716/https://www.atlasnetwork.org/partners/global-directory/instytut-libertatis
atlas,ISTITUTO BRUNO LEONI,Europe and Central Asia,"Torino, Italy",Torino,,,https://web.archive.org/web/20201101040716/http://www.brunoleoni.it/,https://web.archive.org/web/20201101040716/https://www.atlasnetwork.org/partners/global-directory/istituto-bruno-leoni
atlas,JOHN LOCKE INSTITUTE,Europe and Central Asia,"London, United Kingdom",London,,,https://web.archive.org/web/20201101040716/http://www.johnlockeinstitute.com/,https://web.archive.org/web/20201101040716/https://www.atlasnetwork.org/partners/global-directory/john-locke-institute
atlas,KEFIM,Europe and Central Asia,"Athens, Greece",Athens,,,https://web.archive.org/web/20201101040716/http://www.kefim.org/,https://web.archive.org/web/20201101040716/https://www.atlasnetwork.org/partners/global-directory/KEFiM
atlas,KONZERVATÍVNY INŠTITÚT M. R. ŠTEFÁNIKA,Europe and Central Asia,"Bratislava, Slovakia",Bratislava,,,https://web.archive.org/web/20201101040716/http://www.institute.sk/,https://web.archive.org/web/20201101040716/https://www.atlasnetwork.org/partners/global-directory/conservative-institute-of-m.r.-stefanik
atlas,KULTURA LIBERALNA FOUNDATION,Europe and Central Asia,"Warsaw, Poland",Warsaw,,,https://web.archive.org/web/20201101040716/http://kulturaliberalna.pl/,https://web.archive.org/web/20201101040716/https://www.atlasnetwork.org/partners/global-directory/kultura-liberalna
atlas,LEGATUM INSTITUTE,Europe and Central Asia,"London, United Kingdom",London,,,https://web.archive.org/web/20201101040716/http://www.li.com/,https://web.archive.org/web/20201101040716/https://www.atlasnetwork.org/partners/global-directory/legatum-institute-foundation
atlas,LIBERALES INSTITUT,Europe and Central Asia,"Zürich, Switzerland",Zürich,,,https://web.archive.org/web/20201101040716/http://www.libinst.ch/,https://web.archive.org/web/20201101040716/https://www.atlasnetwork.org/partners/global-directory/liberales-institut
atlas,LIBERALNI FORUM,Europe and Central Asia,"Sarajevo, Bosnia and Herzegovina",Sarajevo,,,https://web.archive.org/web/20201101040716/http://liberalniforum.com/,https://web.archive.org/web/20201101040716/https://www.atlasnetwork.org/partners/global-directory/liberalni-forum
atlas,LIBERÁLNÍ INSTITUT,Europe and Central Asia,"Prague, Czech Republic",Prague,,,https://web.archive.org/web/20201101040716/http://www.libinst.cz/,https://web.archive.org/web/20201101040716/https://www.atlasnetwork.org/partners/global-directory/liberalni-institut
atlas,LIBERAUX.ORG,Europe and Central Asia,"Paris, France",Paris,,,https://web.archive.org/web/20201101040716/http://donateurs.liberaux.org/,https://web.archive.org/web/20201101040716/https://www.atlasnetwork.org/partners/global-directory/liberaux.org
atlas,LIBERFE,Europe and Central Asia,"Gebze/Kocaeli, Turkey",Gebze/Kocaeli,,,https://web.archive.org/web/20201101040716/http://www.liberfe.org/,https://web.archive.org/web/20201101040716/https://www.atlasnetwork.org/partners/global-directory/oezguer-bireyler-dernei-liberfe
atlas,LIBERTANIA - CENTER FOR CONTEMPORARY POLITICS,Europe and Central Asia,"Bitola, Macedonia",Bitola,,,https://web.archive.org/web/20201101040716/http://www.libertania.org/,https://web.archive.org/web/20201101040716/https://www.atlasnetwork.org/partners/global-directory/libertania
atlas,LIBERTARIAN CLUB LIBEK,Europe and Central Asia,"Belgrade, Serbia",Belgrade,,,https://web.archive.org/web/20201101040716/http://www.libek.org.rs/,https://web.archive.org/web/20201101040716/https://www.atlasnetwork.org/partners/global-directory/libertarian-club-libek
atlas,"LIPA, CROATIAN TAXPAYERS ASSOCIATION",Europe and Central Asia,"Zagreb, Croatia",Zagreb,,,https://web.archive.org/web/20201101040716/http://manjiporezi.hr/,https://web.archive.org/web/20201101040716/https://www.atlasnetwork.org/partners/global-directory/linden-taxpayers-association
atlas,LITHUANIAN FREE MARKET INSTITUTE,Europe and Central Asia,"Vilnius, Lithuania",Vilnius,,,https://web.archive.org/web/20201101040716/http://en.llri.lt/,https://web.archive.org/web/20201101040716/https://www.atlasnetwork.org/partners/global-directory/lithuanian-free-market-institute
atlas,LUDWIG VON MISES INSTITUTE EUROPE,Europe and Central Asia,"Brussels, Belgium",Brussels,,,https://web.archive.org/web/20201101040716/http://www.vonmisesinstitute-europe.org/,https://web.archive.org/web/20201101040716/https://www.atlasnetwork.org/partners/global-directory/ludwig-von-mises-institute-europe
atlas,MISES INSTITUTE OF ECONOMIC EDUCATION (INSYTUT EDUKACJI EKONOMICZNEJ IM. LUDWIGA VON MISESA),Europe and Central Asia,"Wrocław, Poland",Wrocław,,,https://web.archive.org/web/20201101040716/http://mises.pl/,https://web.archive.org/web/20201101040716/https://www.atlasnetwork.org/partners/global-directory/mises-institute-poland-fundacja-instytut-ludwiga-von-misesa
atlas,MOLINARI ECONOMIC INSTITUTE (INSTITUT ECONOMIQUE MOLINARI),Europe and Central Asia,"Issy-les-Moulineaux, France",Issy-les-Moulineaux,,,https://web.archive.org/web/20201101040716/http://www.institutmolinari.org/,https://web.archive.org/web/20201101040716/https://www.atlasnetwork.org/partners/global-directory/molinari-economic-institute-institut-economique-molinari
atlas,MULTI (UDRUZENJE GRADANA),Europe and Central Asia,"Tuzla, Bosnia and Herzegovina",Tuzla,,,https://web.archive.org/web/20201101040716/http://www.multi.ba/,https://web.archive.org/web/20201101040716/https://www.atlasnetwork.org/partners/global-directory/multi-udruzenje-gradana
atlas,NETWORK FOR A FREE SOCIETY,Europe and Central Asia,"London, United Kingdom",London,,,https://web.archive.org/web/20201101040716/http://www.networkforafreesociety.org/,https://web.archive.org/web/20201101040716/https://www.atlasnetwork.org/partners/global-directory/network-for-a-free-society
atlas,NETWORK FOR CONSTITUTIONAL ECONOMICS AND SOCIAL PHILOSOPHY,Europe and Central Asia,"Freiburg, Germany",Freiburg,,,https://web.archive.org/web/20201101040716/http://nous.network/en/,https://web.archive.org/web/20201101040716/https://www.atlasnetwork.org/partners/global-directory/network-for-constitutional-economics-and-social-philosophy
atlas,NEW ECONOMIC SCHOOL-GEORGIA,Europe and Central Asia,"Tbilisi, Georgia",Tbilisi,,,https://web.archive.org/web/20201101040716/http://nes-g.org/,https://web.archive.org/web/20201101040716/https://www.atlasnetwork.org/partners/global-directory/new-economic-school-georgia
atlas,PARADIGM INSTITUTE,Europe and Central Asia,"Budapest, Hungary",Budapest,,,https://web.archive.org/web/20201101040716/http://www.paradigmaintezet.hu/,https://web.archive.org/web/20201101040716/https://www.atlasnetwork.org/partners/global-directory/paradigm-institute
atlas,PMC RESEARCH CENTER,Europe and Central Asia,"Tbilisi, Georgia",Tbilisi,,,https://web.archive.org/web/20201101040716/http://pmcresearch.org/,https://web.archive.org/web/20201101040716/https://www.atlasnetwork.org/partners/global-directory/pmc-research-center
atlas,POLISH-AMERICAN FOUNDATION FOR ECONOMIC RESEARCH AND EDUCATION,Europe and Central Asia,"Warsaw, Poland",Warsaw,,,https://web.archive.org/web/20201101040716/http://www.pafere.org/,https://web.archive.org/web/20201101040716/https://www.atlasnetwork.org/partners/global-directory/polish-american-foundation-for-economic-research-and-education
atlas,PROMETHEUS - DAS FREIHEITSINSTITUT,Europe and Central Asia,"Berlin, Germany",Berlin,,,https://web.archive.org/web/20201101040716/http://prometheusinstitut.de/,https://web.archive.org/web/20201101040716/https://www.atlasnetwork.org/partners/global-directory/prometheus-das-freiheitsinstitut
atlas,SCIENTIFIC RESEARCH MISES CENTER,Europe and Central Asia,"Minsk, Belarus",Minsk,,,https://web.archive.org/web/20201101040716/http://www.liberty-belarus.info/,https://web.archive.org/web/20201101040716/https://www.atlasnetwork.org/partners/global-directory/scientific-research-mises-center-minsk-mises-center
atlas,TAJIKISTAN FREE MARKET CENTER,Europe and Central Asia,"Dushanbe, Tajikistan",Dushanbe,,,https://web.archive.org/web/20201101040716/http://www.freemarket.tj/,https://web.archive.org/web/20201101040716/https://www.atlasnetwork.org/partners/global-directory/tajikistan-free-market-centre
atlas,TAX RESEARCH ASSOCIATION (VERGI ARAŞTIRMALARI TOPLULUĞU DERNEĞI),Europe and Central Asia,"Ankara, Turkey",Ankara,,,https://web.archive.org/web/20201101040716/http://www.vergiarastirmalari.com/,https://web.archive.org/web/20201101040716/https://www.atlasnetwork.org/partners/global-directory/tax-research-association-vergi-aratrmalar-topluluu-dernei
atlas,TAXPAYERS' ALLIANCE,Europe and Central Asia,"London, United Kingdom",London,,,https://web.archive.org/web/20201101040716/http://www.taxpayersalliance.com/,https://web.archive.org/web/20201101040716/https://www.atlasnetwork.org/partners/global-directory/the-taxpayers-alliance
atlas,THE FREEDOM ASSOCIATION,Europe and Central Asia,"London, United Kingdom",London,,,https://web.archive.org/web/20201101040716/http://www.tfa.net/,https://web.archive.org/web/20201101040716/https://www.atlasnetwork.org/partners/global-directory/the-freedom-association
atlas,THE INSTITUTE FOR ECONOMIC STUDIES - EUROPE,Europe and Central Asia,"Paris, France",Paris,,,https://web.archive.org/web/20201101040716/http://www.ies-europe.org/,https://web.archive.org/web/20201101040716/https://www.atlasnetwork.org/partners/global-directory/institute-for-economic-studies-europe
atlas,THE KNOWLEDGE FUND,Europe and Central Asia,"Tbilisi, Georgia",Tbilisi,,,https://web.archive.org/web/20201101040716/http://freeuni.edu.ge/en,https://web.archive.org/web/20201101040716/https://www.atlasnetwork.org/partners/global-directory/knowledge-fund
atlas,THE MARGARET THATCHER CENTRE OF GEORGIA,Europe and Central Asia,"Tbilisi, Georgia",Tbilisi,,,https://web.archive.org/web/20201101040716/http://www.thatchergeo.com/,https://web.archive.org/web/20201101040716/https://www.atlasnetwork.org/partners/global-directory/margaret-thatcher-centre-of-georgia
atlas,THE RATIO INSTITUTE,Europe and Central Asia,"Stockholm, Sweden",Stockholm,,,https://web.archive.org/web/20201101040716/http://www.ratio.se/,https://web.archive.org/web/20201101040716/https://www.atlasnetwork.org/partners/global-directory/ratio-institute
atlas,THINK - INDUSTRY 4.0,Europe and Central Asia,"Milan, Italy",Milan,,,https://web.archive.org/web/20201101040716/http://www.think-in.it/,https://web.archive.org/web/20201101040716/https://www.atlasnetwork.org/partners/global-directory/think-in
atlas,THINK TANK LIBERA,Europe and Central Asia,"Helsinki, Finland",Helsinki,,,https://web.archive.org/web/20201101040716/http://https//www.libera.fi/en/,https://web.archive.org/web/20201101040716/https://www.atlasnetwork.org/partners/global-directory/libera-foundation
atlas,TIMBRO,Europe and Central Asia,"Stockholm, Sweden",Stockholm,,,https://web.archive.org/web/20201101040716/http://timbro.se/,https://web.archive.org/web/20201101040716/https://www.atlasnetwork.org/partners/global-directory/timbro
atlas,TOCQUEVILLE-ACTON CENTRO STUDI E RICERCHE,Europe and Central Asia,"Milan, Italy",Milan,,,https://web.archive.org/web/20201101040716/http://www.tocqueville-acton.org/,https://web.archive.org/web/20201101040716/https://www.atlasnetwork.org/partners/global-directory/tocqueville-acton-centro-studi-e-ricerche
atlas,UKRAINIAN ECONOMIC FREEDOMS FOUNDATION,Europe and Central Asia,"Kyiv, Ukraine",Kyiv,,,https://web.archive.org/web/20201101040716/http://www.ueff.org/,https://web.archive.org/web/20201101040716/https://www.atlasnetwork.org/partners/global-directory/ukrainian-economic-freedoms-foundation
atlas,UKRAINIAN STUDENTS FOR FREEDOM,Europe and Central Asia,"Kyiv, Ukraine",Kyiv,,,https://web.archive.org/web/20201101040716/http://www.studfreedom.org/en,https://web.archive.org/web/20201101040716/https://www.atlasnetwork.org/partners/global-directory/ukrainian-students-for-freedom
atlas,VECTOR OF REFORMS,Europe and Central Asia,"Tashkent, Uzbekistan",Tashkent,,,https://web.archive.org/web/20201101040716/http://vectrorrefom.uz/,https://web.archive.org/web/20201101040716/https://www.atlasnetwork.org/partners/global-directory/center-for-economic-development
atlas,VISIO INSTITUT,Europe and Central Asia,Slovenia,,,,https://web.archive.org/web/20201101040716/http://visio-institut.org/,https://web.archive.org/web/20201101040716/https://www.atlasnetwork.org/partners/global-directory/visio-institut
atlas,WARSAW ENTERPRISE INSTITUTE,Europe and Central Asia,"Warsaw, Poland",Warsaw,,,https://web.archive.org/web/20201101040716/http://wei.org.pl/,https://web.archive.org/web/20201101040716/https://www.atlasnetwork.org/partners/global-directory/warsaw-enterprise-institute
atlas,ARAB CENTER FOR RESEARCH,Middle East and North Africa,"Rabat, Morocco",Rabat,,,https://web.archive.org/web/20201022151946/http://arab-csr.org/,https://web.archive.org/web/20201022151946/https://www.atlasnetwork.org/partners/global-directory/arab-center-for-research
atlas,EGYPTIAN CENTER FOR PUBLIC POLICY STUDIES,Middle East and North Africa,"Cairo, Egypt",Cairo,,,https://web.archive.org/web/20201022151946/http://ecpps.org/,https://web.archive.org/web/20201022151946/https://www.atlasnetwork.org/partners/global-directory/egyptian-center-for-public-policy-studies
atlas,ISRAEL CENTER FOR SOCIAL & ECONOMIC PROGRESS,Middle East and North Africa,"Mevaseret Zion, Israel",Mevaseret Zion,,,https://web.archive.org/web/20201022151946/http://www.icsep.org.il/,https://web.archive.org/web/20201022151946/https://www.atlasnetwork.org/partners/global-directory/the-israel-center-for-social-economic-progress
atlas,ISRAELI FREEDOM MOVEMENT,Middle East and North Africa,"Ramat Hasharon, Israel",Ramat Hasharon,,,https://web.archive.org/web/20201022151946/http://www.liberal.co.il/,https://web.archive.org/web/20201022151946/https://www.atlasnetwork.org/partners/global-directory/the-israeli-freedom-movement
atlas,JERUSALEM INSTITUTE FOR MARKET STUDIES,Middle East and North Africa,"Jerusalem, Israel",Jerusalem,,,https://web.archive.org/web/20201022151946/http://www.jims-israel.org/,https://web.archive.org/web/20201022151946/https://www.atlasnetwork.org/partners/global-directory/jerusalem-institute-for-market-studies
atlas,LEBANESE INSTITUTE FOR MARKET STUDIES,Middle East and North Africa,"Tripoli, Lebanon",Tripoli,,,https://web.archive.org/web/20201022151946/http://limslb.com/,https://web.archive.org/web/20201022151946/https://www.atlasnetwork.org/partners/global-directory/lebanese-institute-for-market-studies
atlas,MINBAR AL HURRIYYA,Middle East and North Africa,"Rabat, Morocco",Rabat,,,https://web.archive.org/web/20201022151946/http://www.minbaralhurriya.org/,https://web.archive.org/web/20201022151946/https://www.atlasnetwork.org/partners/global-directory/minbaralhurriyya
atlas,PAL-THINK FOR STRATEGIC STUDIES,Middle East and North Africa,"Gaza, Palestine",Gaza,,,https://web.archive.org/web/20201022151946/http://www.palthink.org/en/,https://web.archive.org/web/20201022151946/https://www.atlasnetwork.org/partners/global-directory/pal-think-for-strategic-studies
atlas,TACHARUT,Middle East and North Africa,"Kfar Adumim, Israel",Kfar Adumim,,,https://web.archive.org/web/20201022151946/http://www.tacharut.org/tacharut-en,https://web.archive.org/web/20201022151946/https://www.atlasnetwork.org/partners/global-directory/tacharut
atlas,ACTION FOR LIBERTY AND ECONOMIC DEVELOPMENT,Africa,"Entebbe, Uganda",Entebbe,,,https://web.archive.org/web/20201022145021/http://facebook.com/aledug.org,https://web.archive.org/web/20201022145021/https://www.atlasnetwork.org/partners/global-directory/action-for-liberty-and-economic-development
atlas,AFRICAN OBJECTIVIST MOVEMENT,Africa,"Ibadan, Nigeria",Ibadan,,,https://web.archive.org/web/20201022145021/http://facebook.com/AfricanObjectivistMovement,https://web.archive.org/web/20201022145021/https://www.atlasnetwork.org/partners/global-directory/african-objectivist-movement
atlas,AFRICAN STUDENTS FOR LIBERTY,Africa,"Nairobi, Kenya",Nairobi,,,https://web.archive.org/web/20201022145021/http://studentsforliberty.org/africa,https://web.archive.org/web/20201022145021/https://www.atlasnetwork.org/partners/global-directory/african-students-for-liberty
atlas,AUDACE INSTITUT AFRIQUE,Africa,"Abidjan, Cote d'Ivoire (Ivory Coast)",Abidjan,,,https://web.archive.org/web/20201022145021/http://audace-afrique.org/,https://web.archive.org/web/20201022145021/https://www.atlasnetwork.org/partners/global-directory/audace-institut-afrique-dare-africa-institute
atlas,CENTRE FOR DEVELOPMENT AND ENTERPRISE,Africa,"Johannesburg, South Africa",Johannesburg,,,https://web.archive.org/web/20201022145021/http://www.cde.org.za/,https://web.archive.org/web/20201022145021/https://www.atlasnetwork.org/partners/global-directory/centre-for-development-and-enterprise
atlas,CENTRE FOR DEVELOPMENT AND ENTERPRISES GREAT LAKES,Africa,"Bujumbura, Burundi",Bujumbura,,,https://web.archive.org/web/20201022145021/http://centrefordevelopmentgreatlakes.org/,https://web.archive.org/web/20201022145021/https://www.atlasnetwork.org/partners/global-directory/centre-for-development-and-entreprises-great-lakes
atlas,COALITION FOR MARKET AND LIBERAL SOLUTIONS (COMALISO),Africa,"Ruwa, Zimbabwe",Ruwa,,,https://web.archive.org/web/20201022145021/http://www.facebook.com/COMALISO/,https://web.archive.org/web/20201022145021/https://www.atlasnetwork.org/partners/global-directory/coalition-for-market-and-liberal-solutions-comaliso
atlas,ECONOMIC ASSOCIATION OF NAMIBIA,Africa,"Windhoek, Namibia",Windhoek,,,https://web.archive.org/web/20201022145021/http://www.ean.org.na/,https://web.archive.org/web/20201022145021/https://www.atlasnetwork.org/partners/global-directory/economic-association-of-namibia
atlas,FACE OF LIBERTY INTERNATIONAL,Africa,"Lagos, Nigeria",Lagos,,,https://web.archive.org/web/20201022145021/http://www.faceoflibertyafrica.org/,https://web.archive.org/web/20201022145021/https://www.atlasnetwork.org/partners/global-directory/face-of-liberty-international
atlas,FREE MARKET FOUNDATION,Africa,"Johannesburg, South Africa",Johannesburg,,,https://web.archive.org/web/20201022145021/http://www.freemarketfoundation.com/,https://web.archive.org/web/20201022145021/https://www.atlasnetwork.org/partners/global-directory/free-market-foundation1
atlas,FREEDOM AND CITIZENSHIP ASSOCIATION,Africa,"Nouakchott, Mauritania",Nouakchott,,,https://web.archive.org/web/20201022145021/http://www.fcmauritania.com/,https://web.archive.org/web/20201022145021/https://www.atlasnetwork.org/partners/global-directory/the-freedom-and-citizenship-association
atlas,GLOBAL AFRICAN CHRISTIANS FOR LIBERTY INITIATIVE,Africa,"Abuja, Nigeria",Abuja,,,https://web.archive.org/web/20201022145021/http://www.acforliberty.org/,https://web.archive.org/web/20201022145021/https://www.atlasnetwork.org/partners/global-directory/global-african-christians-for-liberty-initiative
atlas,IMANI CENTER FOR POLICY AND EDUCATION,Africa,"Accra, Ghana",Accra,,,https://web.archive.org/web/20201022145021/http://imaniafrica.org/,https://web.archive.org/web/20201022145021/https://www.atlasnetwork.org/partners/global-directory/imani-center-for-policy-and-education
atlas,INSTITUTE FOR LIBERTY AND POLICY INNOVATION,Africa,"Tema, Ghana",Tema,,,https://web.archive.org/web/20201022145021/http://www.ilapi.org/,https://web.archive.org/web/20201022145021/https://www.atlasnetwork.org/partners/global-directory/institute-for-liberty-and-policy-innovation
atlas,LIBERTY SPARKS,Africa,"Dar es Salaam, Tanzania",Dar es Salaam,,,https://web.archive.org/web/20201022145021/http://www.libertysparks.org/,https://web.archive.org/web/20201022145021/https://www.atlasnetwork.org/partners/global-directory/liberty-sparks
atlas,NKAFU POLICY INSTITUTE,Africa,"Yaounde, Cameroon",Yaounde,,,https://web.archive.org/web/20201022145021/http://nkafu.org/,https://web.archive.org/web/20201022145021/https://www.atlasnetwork.org/partners/global-directory/nkafu-policy-institute
atlas,OMINIRA INITIATIVE FOR ECONOMIC ADVANCEMENT,Africa,"Ibadan, Nigeria",Ibadan,,,https://web.archive.org/web/20201022145021/http://ominirainitiative.org/,https://web.archive.org/web/20201022145021/https://www.atlasnetwork.org/partners/global-directory/ominira-initiative-for-economic-advancement
atlas,SOUTH AFRICAN INSTITUTE OF RACE RELATIONS (IRR),Africa,"Johannesburg, South Africa",Johannesburg,,,https://web.archive.org/web/20201022145021/http://irr.org.za/,https://web.archive.org/web/20201022145021/https://www.atlasnetwork.org/partners/global-directory/south-african-institute-of-race-relations
atlas,STUDENTS' ORGANIZATION FOR LIBERTY AND ENTREPRENEURSHIP,Africa,"Yambio, South Sudan",Yambio,,,https://web.archive.org/web/20201022145021/http://www.soless.org/,https://web.archive.org/web/20201022145021/https://www.atlasnetwork.org/partners/global-directory/students-organization-for-liberty-and-entrepreneurship
atlas,YOUNG AFRICANS FOR OPPORTUNITIES,Africa,"Accra, Ghana",Accra,,,https://web.archive.org/web/20201022145021/http://www.yafopportunities.org/,https://web.archive.org/web/20201022145021/https://www.atlasnetwork.org/partners/global-directory/young-africans-for-opportunities
atlas,ADVOCATA INSTITUTE,South Asia,"Colombo, Sri Lanka",Colombo,,,https://web.archive.org/web/20201022154705/http://www.advocata.org/,https://web.archive.org/web/20201022154705/https://www.atlasnetwork.org/partners/global-directory/advocata-institute
atlas,AFGHANISTAN ECONOMIC AND LEGAL STUDIES ORGANIZATION,South Asia,"Kabul, Afghanistan",Kabul,,,https://web.archive.org/web/20201022154705/http://www.aelso.org/,https://web.archive.org/web/20201022154705/https://www.atlasnetwork.org/partners/global-directory/afghanistan-economic-and-legal-studies-organization
atlas,ALTERNATE SOLUTIONS INSTITUTE,South Asia,"Lahore, Pakistan",Lahore,,,https://web.archive.org/web/20201022154705/http://www.asinstitute.org/,https://web.archive.org/web/20201022154705/https://www.atlasnetwork.org/partners/global-directory/alternate-solutions-institute
atlas,BIKALPA- AN ALTERNATIVE,South Asia,"Biratnagar, Nepal",Biratnagar,,,https://web.archive.org/web/20201022154705/http://bikalpaanalternative.org/,https://web.archive.org/web/20201022154705/https://www.atlasnetwork.org/partners/global-directory/bikalpa-an-alternative
atlas,CENTRE FOR CIVIL SOCIETY,South Asia,"New Delhi, India",New Delhi,,,https://web.archive.org/web/20201022154705/http://www.ccs.in/,https://web.archive.org/web/20201022154705/https://www.atlasnetwork.org/partners/global-directory/centre-for-civil-society
atlas,CENTRE FOR PUBLIC POLICY RESEARCH,South Asia,"Kochi, India",Kochi,,,https://web.archive.org/web/20201022154705/http://www.cppr.in/,https://web.archive.org/web/20201022154705/https://www.atlasnetwork.org/partners/global-directory/centre-for-public-policy-research
atlas,HRITI FOUNDATION,South Asia,"Surkhet, Nepal",Surkhet,,,https://web.archive.org/web/20201022154705/http://hriti.org/,https://web.archive.org/web/20201022154705/https://www.atlasnetwork.org/partners/global-directory/hriti-foundation
atlas,NATIONAL INFLUENCERS,South Asia,"Peshawar, Pakistan",Peshawar,,,https://web.archive.org/web/20201022154705/http://www.nationalinfluencers.com/,https://web.archive.org/web/20201022154705/https://www.atlasnetwork.org/partners/global-directory/national-influencers
atlas,POKHARA RESEARCH CENTRE,South Asia,"Pokhara, Nepal",Pokhara,,,https://web.archive.org/web/20201022154705/http://www.pokharacentre.org/,https://web.archive.org/web/20201022154705/https://www.atlasnetwork.org/partners/global-directory/pokhara-research-center
atlas,POLICY RESEARCH INSTITUTE OF MARKET ECONOMY (PRIME),South Asia,"Islamabad, Pakistan",Islamabad,,,https://web.archive.org/web/20201022154705/http://www.primeinstitute.org/,https://web.archive.org/web/20201022154705/https://www.atlasnetwork.org/partners/global-directory/policy-research-institute-of-market-economy
atlas,PRENEUR LAB YOUTH AND INNOVATION TRUST,South Asia,"Dhaka, Bangladesh",Dhaka,,,https://web.archive.org/web/20201022154705/http://www.preneurlab.com/,https://web.archive.org/web/20201022154705/https://www.atlasnetwork.org/partners/global-directory/preneur-lab-youth-and-innovation-trust
atlas,SAMRIDDHI FOUNDATION,South Asia,"Kathmandu, Nepal",Kathmandu,,,https://web.archive.org/web/20201022154705/http://www.samriddhi.org/,https://web.archive.org/web/20201022154705/https://www.atlasnetwork.org/partners/global-directory/samriddhi-foundation
atlas,THE WHITE ASSEMBLY,South Asia,"Kabul, Afghanistan",Kabul,,,https://web.archive.org/web/20201022154705/http://www.whiteassembly.org/,https://web.archive.org/web/20201022154705/https://www.atlasnetwork.org/partners/global-directory/white-assembly
atlas,ADAM SMITH CENTRE,East Asia and Pacific,Singapore,,,,https://web.archive.org/web/20200927035754/http://adamsmith.com.sg/,https://web.archive.org/web/20200927035754/https://www.atlasnetwork.org/partners/global-directory/adam-smith-centre
atlas,CENTER FOR INDONESIAN POLICY STUDIES,East Asia and Pacific,"Jakarta, Indonesia",Jakarta,,,https://web.archive.org/web/20200927035754/http://cips-indonesia.org/,https://web.archive.org/web/20200927035754/https://www.atlasnetwork.org/partners/global-directory/center-for-indonesian-policy-studies
atlas,DOIMOI.ORG,East Asia and Pacific,"Hanoi, Vietnam",Hanoi,,,https://web.archive.org/web/20200927035754/http://www.doimoi.org/,https://web.archive.org/web/20200927035754/https://www.atlasnetwork.org/partners/global-directory/doimoi.org
atlas,ECONOMICA VIETNAM,East Asia and Pacific,"Hanoi, Vietnam",Hanoi,,,https://web.archive.org/web/20200927035754/http://www.economica.vn/,https://web.archive.org/web/20200927035754/https://www.atlasnetwork.org/partners/global-directory/economica-vietnam
atlas,"FOUNDATION FOR ECONOMIC FREEDOM, INC.",East Asia and Pacific,"Quezon City, Philippines",Quezon City,,,https://web.archive.org/web/20200927035754/http://www.fef.org.ph/,https://web.archive.org/web/20200927035754/https://www.atlasnetwork.org/partners/global-directory/foundation-for-economic-freedom-inc
atlas,GREATER MEKONG RESEARCH CENTER,East Asia and Pacific,"Phnom Penh, Cambodia",Phnom Penh,,,https://web.archive.org/web/20200927035754/http://www.mekongresearch.org/,https://web.archive.org/web/20200927035754/https://www.atlasnetwork.org/partners/global-directory/greater-mekong-research-center
atlas,INSTITUT DEMOKRASI DAN KESEJAHTERAAN SOSIAL (INDEKS),East Asia and Pacific,"Jakarta, Indonesia",Jakarta,,,https://web.archive.org/web/20200927035754/http://www.indeks.or.id/,https://web.archive.org/web/20200927035754/https://www.atlasnetwork.org/partners/global-directory/institut-demokrasi-dan-kesejahteraan-sosial
