"Notice
Date","Received
Date","Effective
Date",Company,County,No. Of Employees,Layoff/Closure Type,Address
09/29/2021,10/07/2021,01/31/2022,"Fresenius Medical Care dba Spectra Laboratories Inc.
and National Medical Care Inc.",Santa Clara County,41,Closure Permanent,525 Sycamore Drive Milpitas CA 95035
09/29/2021,10/07/2021,03/25/2022,"Fresenius Medical Care dba Spectra Laboratories Inc.
and National Medical Care Inc.",Santa Clara County,13,Closure Permanent,525 Sycamore Drive Milpitas CA 95035
10/07/2021,10/08/2021,12/10/2021,Carvana,Los Angeles County,56,Closure Permanent,2250 Fair Avenue Pomona CA 91768
10/05/2021,10/08/2021,12/03/2021,Safran Cabin Inc.,San Bernardino County,93,Closure Permanent,1945 S. Grove Avenue Ontario CA 91761
09/27/2021,10/12/2021,11/26/2021,Flying Food Group LLC,Los Angeles County,7,Layoff Permanent,901 W. Hillcrest Blvd. Inglewood CA 90301
10/01/2021,10/12/2021,12/01/2021,Flying Food Group LLC,Los Angeles County,7,Layoff Permanent,901 W. Hillcrest Blvd Inglewood CA 90301
10/05/2021,10/12/2021,11/01/2021,Flying Food Group LLC,Los Angeles County,78,Layoff Permanent,901 W. Hillcrest Blvd. Inglewood CA 90301
10/04/2021,10/12/2021,11/01/2021,Flying Food Group LLC,San Mateo County,123,Layoff Permanent,"240 Littlefield Avenue South San Francisco
CA 94080"
10/12/2021,10/13/2021,12/15/2021,Juno Transit,Los Angeles County,45,Closure Permanent,"2815 W El Segundo Blvd Hawthorne CA
90250"
10/13/2021,10/13/2021,12/15/2021,Trusted Labs Inc,San Francisco County,11,Closure Permanent,"515 Folsom St Floor 2 San Francisco CA
94105"
10/07/2021,10/13/2021,04/30/2022,"Takeda Development Center America, Inc",San Mateo County,29,Closure Permanent,3260 Bayshore Blvd Brisbane CA 94005
10/05/2021,10/15/2021,11/16/2021,Albany Subaru,Alameda County,66,Closure Permanent,718 San Pablo Avenue Albany CA 94706
10/14/2021,10/15/2021,12/16/2021,"Steadfast Apartment REIT, Inc",Orange County,68,Layoff Permanent,"18100 Von Karman Avenue, Suite 200
Irvine CA 92612"
10/07/2021,10/15/2021,12/30/2021,National Express Transit,Stanislaus County,158,Closure Permanent,"1001 9th street, STE A Modesto CA 95354"
10/18/2021,10/18/2021,10/18/2021,Belcampo,Alameda County,42,Layoff Permanent,55 Webster Street Oakland CA 94607
10/18/2021,10/18/2021,10/18/2021,Belcampo,Alameda County,18,Layoff Permanent,65 Webster Street Oakland CA 94607
10/14/2021,10/18/2021,12/15/2021,"American International Group, Inc",Los Angeles County,55,Closure Permanent,"777 S. Figueroa Street, 16th Floor Los
Angeles CA 90017"
09/21/2021,10/18/2021,11/20/2021,Fortuna,Sacramento County,217,Layoff Permanent,"3140 Peacekeeper Way, Ste 101 Mcclellan
CA 95652"
10/18/2021,10/18/2021,10/18/2021,"Belcampo Butchery, LLC",Siskiyou County,80,Layoff Permanent,329 S. Phillipe Lane Yreka CA 96097
10/21/2021,10/25/2021,12/23/2021,Musco Family Olive Co.,Glenn County,13,Layoff Temporary,608 5th Avenue Orland CA 95963
10/20/2021,10/25/2021,10/20/2021,Wells Fargo,San Francisco County,6,Layoff Permanent,333 Market Street San Francisco CA 94105
10/20/2021,10/25/2021,10/20/2021,Wells Fargo,San Francisco County,5,Layoff Permanent,"550 California Street San Francisco CA
94104"
10/20/2021,10/25/2021,10/20/2021,Wells Fargo,San Francisco County,6,Layoff Permanent,525 Market Street San Francisco CA 94105
10/20/2021,10/25/2021,01/07/2022,Alza Corporation,Solano County,55,Layoff Permanent,700 Eubanks Drive Vacaville CA 95688
10/21/2021,10/26/2021,12/20/2021,Zymergen Inc.,Alameda County,82,Layoff Permanent,"5980 Horton Street Suite 105 Emeryville
CA 94608"
10/25/2021,10/26/2021,12/27/2021,Adamas Pharmaceuticals Inc.,Alameda County,60,Layoff Permanent,1900 Powell Street Emeryville CA 94608
10/26/2021,10/26/2021,12/31/2021,VSP Global,Sacramento County,13,Layoff Permanent,"3333 Quality Drive Rancho Cordova CA
95670"
10/14/2021,10/26/2021,12/13/2021,Silgan Containers,Stanislaus County,80,Layoff Temporary,3250 Patterson Road Riverbank CA 95367
10/14/2021,10/26/2021,12/20/2021,Silgan Containers,Stanislaus County,80,Layoff Temporary,3250 Patterson Road Riverbank CA 95367
10/14/2021,10/26/2021,12/27/2021,Silgan Containers,Stanislaus County,131,Layoff Temporary,3250 Patterson Road Riverbank CA 95367
10/14/2021,10/26/2021,01/03/2022,Silgan Containers,Stanislaus County,131,Layoff Temporary,3250 Patterson Road Riverbank CA 95367
10/14/2021,10/26/2021,01/10/2022,Silgan Containers,Stanislaus County,131,Layoff Temporary,3250 Patterson Road Riverbank CA 95367
10/14/2021,10/26/2021,01/17/2022,Silgan Containers,Stanislaus County,80,Layoff Temporary,3250 Patterson Road Riverbank CA 95367
10/21/2021,10/27/2021,10/25/2021,"Kirkhill, Inc",Orange County,527,Layoff Temporary,300 E Cypress St Brea CA 92821
10/27/2021,10/27/2021,12/31/2021,VSPOne San Diego,San Diego County,4,Closure Permanent,2651 La Mirada Drive Vista CA 92081
10/25/2021,10/27/2021,12/31/2021,DHL Supply Chain,Santa Clara County,118,Layoff Permanent,1285 Walsh Avenue Santa Clara CA 95050
10/29/2021,10/29/2021,01/07/2022,Alza Corporation,Solano County,51,Layoff Permanent,700 Eubanks Drive Vacaville CA 95688
10/27/2021,11/01/2021,12/31/2021,"National Diversified Sales, Inc.",Fresno County,30,Closure Permanent,2855 South East Avenue Fresno CA 93725
10/29/2021,11/03/2021,12/29/2021,PD Systems,Monterey County,74,Closure Permanent,"Fort Hunter Liggett, Building 3360, Hunter
Liggett Road Jolon CA 93928"
10/29/2021,11/03/2021,12/31/2021,"OrthoNorcal, Inc.",Santa Clara County,67,Layoff Permanent,"340 Dardanelli Lane, Ste. 10 & Ste. 20 Los
Gatos CA 95032"
10/29/2021,11/03/2021,12/31/2021,"OrthoNorCal, Inc.",Santa Clara County,1,Layoff Permanent,"50 E. Main St., Suite A Morgan Hill CA
95037"
10/29/2021,11/03/2021,12/31/2021,"OrthoNorCal, Inc.",Santa Clara County,8,Layoff Permanent,"1600 Saratoga Ave., Ste. 46 San Jose CA
95129"
10/29/2021,11/05/2021,12/31/2021,"OrthoNorCal, Inc.",San Francisco County,6,Layoff Permanent,"2250 Hayes St, Ste 208 San Francisco CA
94117"
10/29/2021,11/05/2021,12/31/2021,"OrthoNorCal, Inc",Santa Clara County,12,Layoff Permanent,"900 Lafayette St, Ste 105 Santa Clara CA
95050"
10/29/2021,11/05/2021,12/31/2021,"OrthoNorCal, Inc",Santa Clara County,12,Layoff Permanent,"900 Lafayette St, Ste 105 Santa Clara CA
95050"
10/29/2021,11/05/2021,12/31/2021,"OrthoNorCal, Inc",Santa Cruz County,30,Layoff Permanent,"4140 Jade, Ste 100 Capitola CA 95010"
10/29/2021,11/05/2021,12/31/2021,"OrthoNorcal, Inc",Santa Cruz County,1,Layoff Permanent,"1066 S. Green Valley Rd Watsonville CA
95076"
10/29/2021,11/05/2021,12/31/2021,"OrthoNorCal, Inc",Santa Cruz County,7,Layoff Permanent,"13540 41st St, Ste 100 Capitola CA 95010"
10/29/2021,11/08/2021,12/31/2021,Webster Orthopedics,Alameda County,24,Layoff Permanent,"4000 Dublin Blvd., Suite 100 Dublin CA
94568"
10/29/2021,11/08/2021,12/31/2021,Webster Orthopedics,Alameda County,24,Layoff Permanent,3315 Broadway Oakland CA 94611
10/29/2021,11/08/2021,12/31/2021,Webster Orthopedics,Alameda County,7,Layoff Permanent,"3300 Webster Street, Suite 1201 Oakland
CA 94609"
10/29/2021,11/08/2021,12/31/2021,Webster Orthopedics,Contra Costa County,11,Layoff Permanent,"200 Porter Drive, Suite 101 San Ramon CA
94583"
10/29/2021,11/08/2021,12/31/2021,Webster Orthopedics,Contra Costa County,22,Layoff Permanent,"200 Porter Drive, Suite 215 San Ramon CA
94583"
10/29/2021,11/08/2021,12/31/2021,Webster Orthopedics,Contra Costa County,14,Layoff Permanent,"5801 Norris Canyon Road, Suite 210 San
Ramon CA 94583"
11/01/2021,11/08/2021,12/31/2021,"MV Transportation, Inc",Orange County,333,Layoff Permanent,"16281 Construction Circle West Irvine CA
92606"
11/01/2021,11/09/2021,12/31/2021,Endo Pharmaceuticals,Orange County,98,Closure Permanent,9601 Jeronimo Road Irvine CA 92618
11/01/2021,11/09/2021,12/31/2021,Endo Pharmaceuticals,Orange County,70,Closure Permanent,72 Fairbanks Irvine CA 92618
11/04/2021,11/10/2021,11/02/2021,"Coverance Insurance Solutions, Inc.",Los Angeles County,258,Closure Permanent,"100 W. Broadway, Suite 3000 Long Beach
CA 90802"
11/05/2021,11/10/2021,01/31/2022,MWN Community Hospital LLC,Los Angeles County,328,Layoff Permanent,"1720 Termino Avenue Long Beach CA
90802"
11/02/2021,11/10/2021,01/02/2022,Terre du Soleil dba Auberge du Soleil,Napa County,200,Layoff Temporary,"180 Rutherford Hill Road Rutherford CA
94573"
11/03/2021,11/10/2021,01/04/2022,"Genentech, Inc. and Genentech USA",San Mateo County,52,Layoff Permanent,"Inc. 1 DNA Way South San Francisco CA
94080"
11/09/2021,11/15/2021,01/21/2022,"TJX Companies, Inc. - TJ Maxx",Los Angeles County,82,Closure Permanent,"14651 Ventura Blvd. Sherman Oaks CA
91403"
11/10/2021,11/15/2021,12/31/2021,"Heritage Carbide, Inc",Orange County,4,Closure Permanent,901 S Via Rodeo Placentia CA 92870
11/09/2021,11/15/2021,01/10/2022,Glen Ivy Hot Springs,Riverside County,262,Layoff Temporary,"25000 Glen Ivy Rd, Corona CA 92883"
11/08/2021,11/15/2021,12/08/2021,ABS Global Trading Ltd. dba BitMEX,San Francisco County,29,Closure Permanent,"301 Battery St, 4th Floor San Francisco CA
94111"
11/08/2021,11/15/2021,01/08/2022,"SDH Services West, LLC. - Sodexo",Sutter County,22,Closure Permanent,1260 Williams Way Yuba City CA 95991
11/12/2021,11/17/2021,01/14/2022,Schneider Electric,Fresno County,7,Closure Permanent,"200 W. Pontiac Way, Bldg 5 Clovis CA
93612"
10/29/2021,11/17/2021,12/28/2021,"Flying Food Group, LLC",Los Angeles County,1,Layoff Permanent,901 W. Hillcrest Blvd. Inglewood CA 90301
10/29/2021,11/17/2021,11/04/2021,"Flying Food Group, LLC",Los Angeles County,1,Layoff Permanent,901 W. Hillcrest Blvd. Inglewood CA 90301
10/29/2021,11/17/2021,11/26/2021,"Flying Food Group, LLC",Los Angeles County,1,Layoff Permanent,901 W. Hillcrest Blvd Inglewood CA 90301
10/26/2021,11/17/2021,01/07/2022,"Westmed Ambulance, Inc dba McCormick Ambulance",Mariposa County,48,Closure Permanent,5114 Bullion Street Mariposa CA 95338
11/11/2021,11/17/2021,01/10/2022,"Greif, Inc.",San Bernardino County,34,Closure Permanent,4502 East Airport Drive Ontario CA 91761
11/18/2021,11/18/2021,12/31/2021,Wells Fargo Company,Alameda County,42,Layoff Permanent,"3440 Walnut Ave. Bldg A Fremont CA
94538"
11/18/2021,11/18/2021,01/16/2022,Wells Fargo Company,Alameda County,23,Layoff Permanent,"3440 Walnut Ave. Bldg A Fremont CA
94538"
11/16/2021,11/18/2021,01/16/2022,Abercrombie & Fitch Co. at Galleria at South Bay,Los Angeles County,21,Closure Permanent,"1815 Hawthorn Blvd #168 Redondo Beach
CA 90278"
11/16/2021,11/18/2021,01/16/2022,Abercrombie & Fitch Co. at Westminster Hollister,Orange County,17,Closure Permanent,"1011 Westminster Mall Westminster CA
92683"
11/18/2021,11/18/2021,01/16/2022,Wells Fargo,San Francisco County,5,Layoff Permanent,333 Market Street San Francisco CA 94103
11/18/2021,11/18/2021,01/16/2022,Wells Fargo,San Francisco County,2,Layoff Permanent,"550 California Street San Francisco CA
94104"
11/16/2021,11/19/2021,01/28/2022,TE Connectivity,Santa Clara County,31,Closure Permanent,176 Component Drive San Jose CA 95131
11/18/2021,11/23/2021,01/31/2022,"United States Cold Storage of California, Inc.",Sacramento County,18,Closure Permanent,3100 52nd Avenue Sacramento CA 95823
11/24/2021,11/24/2021,01/31/2022,Franklin Templeton,Sacramento County,185,Layoff Permanent,"3355 Data Drive Rancho Cordova CA
95670"
11/24/2021,11/24/2021,01/31/2022,Direct Shot Distributing Inc,San Bernardino County,42,Closure Permanent,1392 Sarah PI. Unit B Ontario CA 91761
11/24/2021,11/24/2021,01/31/2022,Franklin Templeton,San Mateo County,4,Layoff Permanent,1 Franklin Parkway San Mateo CA 94403
11/30/2021,11/30/2021,01/31/2022,Genpact Mortgage Services Inc.,Orange County,14,Layoff Permanent,"15420 Laguna Canyon Road Suite 100
Irvine CA 92618"
11/26/2021,11/30/2021,01/28/2022,Watsonville Community Hospital,Santa Cruz County,658,Closure Permanent,75 Nielson Street Watsonville CA 95076
11/29/2021,11/30/2021,01/28/2022,Watsonville Community Hospital,Santa Cruz County,677,Closure Permanent,75 Nielson Street Watsonville CA 95076
12/01/2021,12/01/2021,03/31/2022,Tank Holding Corp.,Los Angeles County,62,Closure Permanent,17038 S Figueroa St. Gardena CA 90248
11/12/2021,12/01/2021,11/20/2021,"Las Posas Berry Farms, LLC",Ventura County,19,Closure Permanent,3220 Wood Road Camarillo CA 93012
12/01/2021,12/02/2021,12/04/2021,Angelica,Fresno County,161,Closure Permanent,422 S. Fruite Avenue Fresno CA 93706
12/01/2021,12/02/2021,12/04/2021,Angelica,Orange County,169,Closure Permanent,1575 N. Case Street Orange CA 92867
12/01/2021,12/02/2021,12/04/2021,Angelica,Sacramento County,117,Closure Permanent,"8360 Belvedere Avenue Sacramento CA
95826"
12/01/2021,12/02/2021,12/04/2021,Angelica,San Bernardino County,117,Closure Permanent,925 S. 8th Street Colton CA 92324
12/01/2021,12/03/2021,12/04/2021,Angelica,Contra Costa County,148,Closure Permanent,"701 Willow Pass Road Suite 10 Pittsburg
CA 94565"
12/01/2021,12/03/2021,12/04/2021,Angelica,Los Angeles County,68,Closure Permanent,"300 E. Commercial Drive Pomona CA
91767"
12/01/2021,12/03/2021,12/04/2021,Angelica,Los Angeles County,125,Closure Permanent,"451 N. San Fernando Road Los Angeles
CA 90031"
11/24/2021,12/03/2021,01/21/2022,"Chick-fil-A, Inc.",San Bernardino County,53,Layoff Temporary,"4350 Ontario Mills Parkway Ontario CA
91764"
12/01/2021,12/03/2021,01/30/2022,Boston Scientific Corporation,Santa Clara County,170,Closure Permanent,150 Baytech Drive San Jose CA 95134
12/03/2021,12/06/2021,12/06/2021,"Jarrow Formulas, Inc.",Los Angeles County,9,Closure Permanent,"10715 Shoemaker Ave Santa Fe Springs
CA 90670"
12/03/2021,12/06/2021,02/01/2022,Borrego Community Health Foundation,San Bernardino County,52,Closure Permanent,750 E. Main Street Barstow CA 92311
12/03/2021,12/06/2021,02/01/2022,Borrego Community Health Foundation,San Bernardino County,30,Closure Permanent,590 N. D Street San Bernardino CA 92401
12/03/2021,12/06/2021,02/01/2022,Borrego Community Health Foundation,San Diego County,31,Layoff Permanent,"587 Palm Canyon Drive Borrego Springs
CA 92004"
12/06/2021,12/07/2021,02/04/2022,Rodan & Fields LLC,Alameda County,1,Layoff Permanent,801 Anthony Street Berkeley CA 94710
12/06/2021,12/07/2021,02/04/2022,Emerald Textiles LLC,Contra Costa County,145,Closure Permanent,701 Willow Pass Road Pittsburg CA 94565
12/06/2021,12/07/2021,02/04/2022,Rodan & Fields LLC,Contra Costa County,25,Layoff Permanent,"3001 Bishop Drive Suite 450 San Ramon
CA 94583"
11/30/2021,12/07/2021,02/28/2022,"ULBP, Inc. dba Urbn Leaf",San Diego County,19,Closure Permanent,1028 Buenos Ave. San Diego CA 92110
12/06/2021,12/07/2021,02/04/2022,Rodan & Fields LLC,San Francisco County,44,Layoff Permanent,60 Spear St. #600 San Francisco CA 94105
12/08/2021,12/09/2021,12/08/2021,Ormco/SPARK,Los Angeles County,63,Layoff Permanent,1937 W. Mission Blvd. Pomona CA 91766
11/22/2021,12/09/2021,01/24/2022,"Earl of Sandwich, LLC",Orange County,65,Layoff Permanent,"1565 South Disneyland Drive Anaheim CA
92802"
12/09/2021,12/13/2021,02/10/2022,"Seal Science, Inc.",Orange County,78,Closure Permanent,17131 Daimler St. Irvine CA 92614
12/09/2021,12/13/2021,02/08/2022,Biosplice Services Corporation,San Diego County,41,Layoff Permanent,"9360 Towne Centre Drive San Diego CA
92121"
12/10/2021,12/14/2021,02/18/2022,Sunrider,Los Angeles County,118,Closure Permanent,1461 Francisco Street Torrance CA 90501
12/09/2021,12/14/2021,12/29/2021,PD Systems,Monterey County,74,Layoff Temporary,"Fort Hunter Liggett, Building 3360, Hunter
Liggett Road Jolon CA 93928"
12/09/2021,12/14/2021,12/31/2021,"ReimbursementIQ, LLC",Orange County,17,Closure Permanent,"12862 Garden Grove Blvd. Suite 240
Garden Grove CA 92843"
12/13/2021,12/14/2021,02/11/2022,ESL Technologies Inc. dba Teleplan,Placer County,197,Closure Permanent,"8875 Washington Blvd. Suite B Roseville
CA 95678"
12/16/2021,12/16/2021,02/15/2022,"Wyndham Hotels & Resorts dba La Quinta Anaheim
with L.Q. Management LLC",Orange County,20,Layoff Permanent,"1752 S. Clementine Street Anaheim CA
92802"
12/16/2021,12/16/2021,02/15/2022,"Wyndham Hotels & Resorts dba La Quinta Buena Park
with L.Q. Management LLC",Orange County,25,Layoff Permanent,3 Centerpointe Drive La Palma CA 90623
12/16/2021,12/16/2021,02/15/2022,"Wyndham Hotels & Resorts dba La Quinta Irvine
Spectrum with L.Q. Management LLC",Orange County,20,Layoff Permanent,"14972 Sand Canyon Avenue Irvine CA
92618"
12/16/2021,12/16/2021,03/02/2022,"Wyndham Hotels & Resorts dba La Quinta Orange
County Airport with L.Q. Management LLC",Orange County,19,Layoff Permanent,2721 Hotel Terrance Santa Ana CA 92705
12/16/2021,12/16/2021,03/02/2022,"Wyndham Hotels & Resorts dba La Quinta Redding with
L.Q. Management LLC",Shasta County,18,Layoff Permanent,2180 Hilltop Drive Redding CA 96002
12/16/2021,12/20/2021,02/16/2022,"BMC West, LLC",Riverside County,304,Closure Permanent,"1800 Goetz Road, Unit B Perris CA 92570"
12/16/2021,12/20/2021,02/28/2022,"Theravance Biopharma US, Inc",San Mateo County,38,Layoff Permanent,"901 Gateway Boulevard South San
Francisco CA 94080"
12/16/2021,12/21/2021,02/15/2022,"Wyndham Hotels & Resorts dba La Quinta Fremont with
L.Q. Management",Alameda County,13,Layoff Permanent,46200 Landing Parkway Fremont CA 94538
12/16/2021,12/21/2021,02/15/2022,"Wyndham Hotels & Resorts dba La Quinta Fresno with
L.Q. Management LLC",Fresno County,20,Layoff Permanent,2926 Tulare Fresno CA 93721
12/16/2021,12/21/2021,03/02/2022,"Wyndham Hotels & Resorts dba La Quinta Los Angeles-
LAX Airport with L.Q. Management LLC",Los Angeles County,61,Layoff Permanent,"5249 West Century Blvd. Los Angeles CA
90045"
12/16/2021,12/21/2021,03/02/2022,"Wyndham Hotels & Resorts dba La Quinta Sacramento-
Rancho Cordova with L.Q. Management LLC",Sacramento County,20,Layoff Permanent,"11131 Folsom Blvd. Rancho Cordova CA
95670"
12/16/2021,12/21/2021,03/02/2022,"Wyndham Hotels & Resorts dba La Quinta Sacramento-
Downtown with L.Q. Management LLC",Sacramento County,20,Layoff Permanent,200 Jibboom Street Sacramento CA 95811
12/16/2021,12/21/2021,03/02/2022,"Wyndham Hotels & Resorts dba La Quinta Ontario
Airport with L.Q. Management LLC",San Bernardino County,25,Layoff Permanent,3555 Inland Empire Blvd. Ontario CA 91764
12/16/2021,12/21/2021,03/02/2022,"Wyndham Hotels & Resorts dba La Quinta San Diego-
Miramar with L.Q. Management LLC",San Diego County,16,Layoff Permanent,10185 Paseo Montril San Diego CA 92129
12/16/2021,12/21/2021,03/02/2022,"Wyndham Hotels & Resorts dba La Quinta San Diego-
Chula Vista with L.Q. Management LLC",San Diego County,28,Layoff Permanent,150 Bonita Road Chula Vista CA 91910
12/16/2021,12/21/2021,02/15/2022,"Wyndham Hotels & Resorts dba La Quinta San Diego-
Vista with L.Q. Management LLC",San Diego County,20,Layoff Permanent,630 Sycamore Avenue Vista CA 92083
12/16/2021,12/21/2021,03/02/2022,"Wyndham Hotels & Resorts dba La Quinta San
Francisco Airport North",San Mateo County,27,Layoff Permanent,"20 Airport Blvd. South San Francisco CA
94080"
12/16/2021,12/21/2021,03/02/2022,"Wyndham Hotels & Resorts dba La Quinta Thousand
Oaks-Newbury Park with L.Q. Management LLC",Ventura County,19,Layoff Permanent,"1320 Newbury Road Thousand Oaks CA
91320"
12/16/2021,12/21/2021,03/02/2022,"Wyndham Hotels & Resorts dba La Quinta Ventura with
L.Q. Management LLC",Ventura County,20,Layoff Permanent,5818 Valentine Road Ventura CA 93003
12/17/2021,12/23/2021,02/15/2022,"Med-Legal, LLC",Alameda County,6,Closure Permanent,26250 Industrial Blvd. Hayward CA 94545
12/17/2021,12/23/2021,02/15/2022,"Med-Legal, LLC",Los Angeles County,113,Closure Permanent,"955 Overland Ct. Suite 200 San Dimas CA
91773"
12/17/2021,12/23/2021,02/15/2022,"Med-Legal, LLC",Los Angeles County,4,Closure Permanent,"5455 Wilshire Blvd. Suite 2219 Los Angeles
CA 90036"
12/17/2021,12/23/2021,02/15/2022,"Med-Legal, LLC",Los Angeles County,4,Closure Permanent,"225 E. Broadway, Suite 216D Glendale CA
91205"
12/17/2021,12/23/2021,02/15/2022,"Med-Legal, LLC",Los Angeles County,4,Closure Permanent,4401 Atlantic Ave. Long Beach CA 90807
12/17/2021,12/23/2021,02/15/2022,"Med-Legal, LLC",Orange County,5,Closure Permanent,"600 N. State College Street, 11th Floor
Orange CA 92868"
12/17/2021,12/23/2021,02/15/2022,"Med-Legal, LLC",Placer County,5,Closure Permanent,1110 Melody Lane Roseville CA 95678
12/17/2021,12/23/2021,02/15/2022,"Med-Legal, LLC",San Bernardino County,4,Closure Permanent,"3400 Inland Empire Blvd. Suite 101 Ontario
CA 91764"
12/17/2021,12/23/2021,02/15/2022,"Med-Legal, LLC",San Diego County,2,Closure Permanent,"3443 S. Camino Del Rio, Suite 214 San
Diego CA 92108"
12/21/2021,12/28/2021,02/28/2022,"Hosptial Couriers LLC referred to as Service Contract
Facilities",Contra Costa County,73,Closure Permanent,"1401 Marina Way South Suite E Richmond
CA 94804"
12/21/2021,12/28/2021,02/28/2022,"Hosptial Couriers LLC referred to as Service Contract
Facilities",Fresno County,5,Closure Permanent,"4025 N. Fresno Road Suite 101 Fresno CA
93726"
12/21/2021,12/28/2021,10/18/2021,Ingallina's Box Lunch,Los Angeles County,76,Layoff Permanent,"1398 Monterey Pass Rd. Monterey Park CA
91754"
12/23/2021,12/28/2021,03/05/2022,Maywood L'Chaim dba Cookies Los Angeles,Los Angeles County,78,Layoff Permanent,5815 Maywood Avenue Maywood CA 90270
12/15/2021,12/28/2021,03/31/2022,Q2 Solutions,Orange County,40,Closure Permanent,"33608 Ortega Highway San Juan
Capistrano CA 92675"
12/28/2021,12/28/2021,02/26/2022,Bed Bath & beyond,Orange County,69,Closure Permanent,13692 Jamboree Road Irvine CA 92602
12/21/2021,12/28/2021,02/28/2022,"Hospital Couriers LLC referred to as Service Contract
Facilities",Sacramento County,8,Closure Permanent,"2500 Marconi Avenue Suite 212
Sacramento CA 95821"
12/21/2021,12/28/2021,03/01/2022,Hooker Furniture Corporation,San Bernardino County,4,Closure Permanent,1730 Marigold Ave. Redlands CA 92374
12/28/2021,12/28/2021,02/26/2022,Bed Bath & Beyond,Santa Clara County,36,Closure Permanent,"515 East Hamilton Avenue Campbell CA
95008"
12/30/2021,01/03/2022,02/28/2022,"AMI Expeditionary Healthcare, LLC.",Los Angeles County,144,Layoff Permanent,"404 S. Figueroa Street Los Angeles CA
90071"
11/15/2021,01/03/2022,01/18/2022,"Citrix Systems, Inc.",Santa Clara County,80,Layoff Permanent,"4988 Great America Parkway Santa Clara
CA 95054"
01/04/2022,01/05/2022,03/18/2022,Macys,Los Angeles County,117,Closure Permanent,"1600 S. Azusa Avenue, Unit 400 City of
Industry CA 91748"
01/04/2022,01/05/2022,03/06/2022,"Schenker, Inc",San Bernardino County,108,Layoff Permanent,3971 East Airport Ontario CA 91761
01/05/2022,01/05/2022,03/06/2022,"Autodesk, Inc.",San Francisco County,2,Closure Permanent,300 Mission Street San Francisco CA 94105
01/04/2022,01/07/2022,03/07/2022,Outdoor Research,Los Angeles County,57,Layoff Temporary,10668 Hickson St El Monte CA 91731
01/05/2022,01/07/2022,03/11/2022,"Rise Baking Company dba Traditional Baking, Inc",San Bernardino County,62,Closure Permanent,"2575 S Willow Avenue Bloomington CA
92316"
12/21/2021,01/07/2022,02/21/2022,WC IPA LLC dba Green Flash Brewing Co,San Diego County,46,Closure Permanent,6550 Mira Mesa Blvd San Diego CA 92121
01/07/2022,01/10/2022,03/12/2022,Compton Creamery,Los Angeles County,105,Closure Permanent,1100 W. Artesia Blvd Compton CA 90220
01/07/2022,01/10/2022,01/07/2022,"Ten Pin Fun Center, LLC",Stanislaus County,90,Closure Temporary,3700 Countryside Dr. Turlock CA 95382
01/10/2022,01/11/2022,03/11/2022,"FedEx Supply Chain, Inc.",Riverside County,101,Layoff Permanent,"25300 Globe Street Moreno Valley CA
92551"
01/10/2022,01/11/2022,03/11/2022,Bristol Farms' La Jolla grocery store,San Diego County,75,Closure Permanent,"8510 Genesee Avenue Costa Verde
Shopping Center San Diego CA 92122"
01/06/2022,01/12/2022,03/07/2022,"Murad, LLC",Los Angeles County,33,Closure Permanent,1340 Storm Pkwy Torrance CA 90501
01/07/2022,01/12/2022,03/08/2022,"Skinny Labs, Inc., dba Spin",San Francisco County,106,Layoff Permanent,"450 Mission Street, Suite 400 San
Francisco CA 94105"
01/04/2022,01/13/2022,03/18/2022,Macy's Inc.,Los Angeles County,117,Closure Permanent,"1600 S. Azusa Avenue Unit 400 City of
Industry CA 91748"
01/06/2022,01/13/2022,03/07/2022,Spectrum Pharmaceuticals,Orange County,38,Layoff Permanent,157 Technology Drive Irvine CA 92618
01/09/2022,01/19/2022,03/11/2022,"MV Transportation, Inc",Los Angeles County,56,Layoff Permanent,1242 Los Angeles St. Glendale CA 91204
01/13/2022,01/19/2022,03/15/2022,"Acutus Medical, Inc.",San Diego County,55,Layoff Permanent,"2210 Faraday Avenue, Suite 100 Carlsbad
CA 92008"
01/12/2022,01/21/2022,03/15/2022,"Nob Hill General Store, Inc. dba Nob Hill Foods",Contra Costa County,45,Closure Permanent,"2270 Oak Grove Rd Walnut Creek CA
94598"
01/12/2022,01/21/2022,03/15/2022,"Nob Hill General Store, Inc. dba Nob Hill Foods",Contra Costa County,49,Closure Permanent,130 Market Place San Ramon CA 94583
01/20/2022,01/21/2022,04/08/2022,"Alexion Pharmaceuticals, Inc.",San Mateo County,36,Closure Permanent,"270 E. Grand Avenue South San Francisco
CA 94080"
01/17/2022,01/24/2022,03/15/2022,Decathlon USA LLC.,Alameda County,21,Closure Permanent,3938 Horton Street Emeryville CA 94608
01/18/2022,01/24/2022,03/19/2022,"Stapleton-Spence Packing Company, Inc.",Butte County,78,Closure Permanent,1900 Highway 99 Gridley CA 95948
01/17/2022,01/24/2022,03/15/2022,Decathlon USA LLC.,San Francisco County,11,Closure Permanent,"2300 16th Street #220 San Francisco CA
94103"
01/24/2022,01/25/2022,04/01/2022,Alza Corporation,Solano County,71,Layoff Permanent,700 Eubanks Drive Vacaville CA 95688
01/25/2022,01/25/2022,02/14/2022,Bueno Beverage Company,Tulare County,68,Layoff Permanent,2122 N. Plaza Drive Visalia CA 93278
01/25/2022,01/26/2022,03/31/2022,"Paula LeDuc, Inc.",Alameda County,237,Closure Permanent,1350 Park Ave Emeryville CA 94608
